Common name,Count,Year,Month,Day,Location,Month as a number
Damselfly,1,2011,Aug,2,John Archies Pond,8
Damselfly,1,2011,Aug,2,John Archies Pond,8
Damselfly,2,2011,Aug,2,John Archies Pond,8
Spiny Baskettail,1,2011,Aug,2,John Archies Pond,8
Spiny Baskettail,2,2011,Aug,2,John Archies Pond,8
Four-spotted Skimmer,1,2011,Aug,2,John Archies Pond,8
Variable Darner,1,2011,Aug,2,John Archies Pond,8
Variable Darner,1,2011,Aug,2,John Archies Pond,8
Variable Darner,1,2011,Aug,2,John Archies Pond,8
Spiny Baskettail,1,2011,Aug,2,John Archies Pond,8
Variable Darner,1,2011,Aug,5,Bog Pond,8
Variable Darner,1,2011,Aug,5,Bog Pond,8
Variable Darner,2,2011,Aug,5,Bog Pond,8
Variable Darner,1,2011,Aug,5,Bog Pond,8
Variable Darner,2,2011,Aug,5,Bog Pond,8
Saffron-winged Meadowhawk,1,2011,Aug,5,Bog Pond,8
Variable Darner,1,2011,Aug,5,Bog Pond,8
Variable Darner,2,2011,Aug,5,Bog Pond,8
Variable Darner,2,2011,Aug,5,Bog Pond,8
Belted Whiteface,1,2011,Aug,5,Bog Pond,8
Variable Darner,1,2011,Aug,5,Bog Pond,8
Damselfly,1,2011,Aug,5,Bog Pond,8
White-faced Meadowhawk,2,2011,Aug,5,Bog Pond,8
Variable Darner,2,2011,Aug,5,Bog Pond,8
Belted Whiteface,2,2011,Aug,5,Bog Pond,8
Variable Darner,1,2011,Aug,5,Bog Pond,8
Damselfly,1,2011,Aug,5,Bog Pond,8
Variable Darner,1,2011,Aug,5,Bog Pond,8
Variable Darner,2,2011,Aug,5,Bog Pond,8
Variable Darner,2,2011,Aug,5,Bog Pond,8
Belted Whiteface,1,2011,Aug,5,Bog Pond,8
Belted Whiteface,1,2011,Aug,5,Bog Pond,8
Variable Darner,1,2011,Aug,5,Bog Pond,8
Belted Whiteface,1,2011,Aug,5,Bog Pond,8
Variable Darner,1,2011,Aug,5,Bog Pond,8
Dot-tailed Whiteface,1,2011,Aug,5,Bog Pond,8
White-faced Meadowhawk,1,2011,Aug,5,Bog Pond,8
Damselfly,2,2011,Aug,5,Bog Pond,8
Variable Darner,2,2011,Aug,10,Bowley Pond,8
Variable Darner,11,2011,Aug,10,Bowley Pond,8
Dot-tailed Whiteface,1,2011,Aug,10,Bowley Pond,8
Variable Darner,17,2011,Aug,10,Bowley Pond,8
Variable Darner,4,2011,Aug,10,Bowley Pond,8
Variable Darner,1,2011,Aug,10,Bowley Pond,8
Dot-tailed Whiteface,1,2011,Aug,10,Bowley Pond,8
Variable Darner,2,2011,Aug,10,Bowley Pond,8
Variable Darner,3,2011,Aug,10,Bowley Pond,8
Variable Darner,8,2011,Aug,10,Bowley Pond,8
Variable Darner,8,2011,Aug,10,Bowley Pond,8
Canada Darner,1,2011,Aug,10,Bowley Pond,8
Variable Darner,7,2011,Aug,10,Bowley Pond,8
Variable Darner,2,2011,Aug,10,Bowley Pond,8
Variable Darner,5,2011,Aug,10,Bowley Pond,8
Damselfly,2,2011,Aug,10,Bowley Pond,8
Variable Darner,6,2011,Aug,10,Bowley Pond,8
Four-spotted Skimmer,1,2011,Aug,10,Bowley Pond,8
Variable Darner,1,2011,Aug,10,Bowley Pond,8
Variable Darner,3,2011,Aug,10,Bowley Pond,8
Common Green Darner,1,2011,Aug,10,Bowley Pond,8
Belted Whiteface,1,2011,Aug,10,Bowley Pond,8
Variable Darner,1,2011,Aug,10,Bowley Pond,8
Canada Darner,1,2011,Aug,10,Bowley Pond,8
Variable Darner,1,2011,Aug,10,Bowley Pond,8
Variable Darner,1,2011,Aug,10,Bowley Pond,8
Canada Darner,1,2011,Aug,10,Bowley Pond,8
Variable Darner,22,2011,Aug,10,Bowley Pond,8
Dot-tailed Whiteface,1,2011,Aug,10,Bowley Pond,8
Damselfly,3,2011,Aug,10,Bowley Pond,8
Variable Darner,14,2011,Aug,10,Bowley Pond,8
Dot-tailed Whiteface,1,2011,Aug,10,Bowley Pond,8
Variable Darner,5,2011,Aug,10,Bowley Pond,8
Variable Darner,21,2011,Aug,10,Bowley Pond,8
Dot-tailed Whiteface,1,2011,Aug,10,Bowley Pond,8
Canada Darner,1,2011,Aug,10,Bowley Pond,8
Variable Darner,14,2011,Aug,10,Bowley Pond,8
Canada Darner,1,2011,Aug,10,Bowley Pond,8
Variable Darner,10,2011,Aug,10,Bowley Pond,8
Common Green Darner,1,2011,Aug,10,Bowley Pond,8
Variable Darner,32,2011,Aug,10,Bowley Pond,8
Variable Darner,5,2011,Aug,10,Bowley Pond,8
Canada Darner,1,2011,Aug,10,Bowley Pond,8
Variable Darner,4,2011,Aug,10,Bowley Pond,8
Variable Darner,7,2011,Aug,10,Bowley Pond,8
Dot-tailed Whiteface,1,2011,Aug,10,Bowley Pond,8
Damselfly,2,2011,Aug,10,Bowley Pond,8
Variable Darner,6,2011,Aug,11,Bowley Pond,8
Damselfly,4,2011,Aug,11,Bowley Pond,8
Four-spotted Skimmer,1,2011,Jun,28,Bells Pond,6
Damselfly,1,2011,Jun,28,Bells Pond,6
Four-spotted Skimmer,1,2011,Jun,28,Bells Pond,6
Damselfly,3,2011,Jun,28,Bells Pond,6
Dot-tailed Whiteface,1,2011,Jun,28,Bells Pond,6
Four-spotted Skimmer,1,2011,Jun,28,Bells Pond,6
Damselfly,2,2011,Jun,28,Bells Pond,6
Dot-tailed Whiteface,1,2011,Jun,28,Bells Pond,6
Racket-tailed Emerald,1,2011,Jun,28,Bells Pond,6
Four-spotted Skimmer,1,2011,Jun,28,Bells Pond,6
Four-spotted Skimmer,2,2011,Jun,28,Bells Pond,6
Spiny Baskettail,1,2011,Jun,28,John Archies Pond,6
Spiny Baskettail,2,2011,Jun,28,John Archies Pond,6
Spiny Baskettail,2,2011,Jun,28,John Archies Pond,6
Damselfly,1,2011,Jun,28,John Archies Pond,6
Spiny Baskettail,1,2011,Jun,28,John Archies Pond,6
Spiny Baskettail,3,2011,Jun,28,John Archies Pond,6
Damselfly,3,2011,Jun,28,John Archies Pond,6
Spiny Baskettail,2,2011,Jun,28,John Archies Pond,6
Four-spotted Skimmer,1,2011,Jun,28,John Archies Pond,6
Spiny Baskettail,2,2011,Jun,28,John Archies Pond,6
Spiny Baskettail,4,2011,Jun,28,John Archies Pond,6
Damselfly,1,2011,Jun,28,John Archies Pond,6
Spiny Baskettail,1,2011,Jun,28,John Archies Pond,6
Spiny Baskettail,3,2011,Jun,28,John Archies Pond,6
Spiny Baskettail,3,2011,Jun,28,John Archies Pond,6
Spiny Baskettail,1,2011,Jun,28,John Archies Pond,6
Damselfly,3,2011,Jun,28,John Archies Pond,6
Damselfly,3,2011,Jun,28,John Archies Pond,6
Damselfly,2,2011,Jun,28,John Archies Pond,6
Damselfly,1,2011,Jun,28,John Archies Pond,6
Damselfly,2,2011,Jun,28,John Archies Pond,6
Damselfly,1,2011,Jun,28,John Archies Pond,6
Damselfly,3,2011,Jun,28,John Archies Pond,6
Damselfly,1,2011,Jun,28,John Archies Pond,6
Spiny Baskettail,1,2011,Jun,28,John Archies Pond,6
Damselfly,3,2011,Jun,28,John Archies Pond,6
Spiny Baskettail,2,2011,Jun,28,John Archies Pond,6
Spiny Baskettail,3,2011,Jun,28,John Archies Pond,6
Damselfly,3,2011,Jun,28,John Archies Pond,6
Spiny Baskettail,2,2011,Jun,28,John Archies Pond,6
Damselfly,1,2011,Jun,28,John Archies Pond,6
Damselfly,1,2011,Jun,28,John Archies Pond,6
Damselfly,1,2011,Jun,28,John Archies Pond,6
Damselfly,1,2011,Jun,29,Bog Pond,6
Damselfly,2,2011,Jun,29,Bog Pond,6
Damselfly,4,2011,Jun,29,Bog Pond,6
Damselfly,1,2011,Jun,29,Bog Pond,6
Damselfly,6,2011,Jun,29,Bog Pond,6
Damselfly,2,2011,Jun,29,Bog Pond,6
Dot-tailed Whiteface,2,2011,Jun,29,Bog Pond,6
Damselfly,4,2011,Jun,29,Bog Pond,6
Damselfly,1,2011,Jun,29,Bog Pond,6
Four-spotted Skimmer,1,2011,Jun,29,Bog Pond,6
Damselfly,1,2011,Jun,29,Bog Pond,6
Damselfly,3,2011,Jun,29,Bog Pond,6
Damselfly,1,2011,Jun,29,Bog Pond,6
Damselfly,2,2011,Jun,29,Bog Pond,6
Variable Darner,1,2011,Jun,29,Bog Pond,6
Damselfly,1,2011,Jun,29,Bog Pond,6
Dot-tailed Whiteface,1,2011,Jun,29,Bog Pond,6
Damselfly,1,2011,Jun,29,Bog Pond,6
Damselfly,2,2011,Jun,29,Bog Pond,6
Damselfly,1,2011,Jun,29,Bog Pond,6
Damselfly,3,2011,Jun,29,Bog Pond,6
Damselfly,1,2011,Jun,29,Bog Pond,6
Damselfly,1,2011,Jun,29,Bog Pond,6
Damselfly,1,2011,Jun,29,Bog Pond,6
Damselfly,1,2011,Jun,29,Bog Pond,6
Damselfly,1,2011,Jun,29,Bog Pond,6
Damselfly,1,2011,Jun,29,Bog Pond,6
Dot-tailed Whiteface,1,2011,Jun,29,Bog Pond,6
Damselfly,1,2011,Jun,29,Bog Pond,6
Damselfly,1,2011,Jun,29,Bog Pond,6
Saffron-winged Meadowhawk,1,2011,Jun,29,Bog Pond,6
Damselfly,1,2011,Jun,29,Bog Pond,6
Dot-tailed Whiteface,1,2011,Jun,30,Bowley Pond,6
Dot-tailed Whiteface,1,2011,Jun,30,Bowley Pond,6
Damselfly,4,2011,Jun,30,Bowley Pond,6
Damselfly,2,2011,Jun,30,Bowley Pond,6
Damselfly,2,2011,Jun,30,Bowley Pond,6
Four-spotted Skimmer,3,2011,Jun,30,Bowley Pond,6
Darner,1,2011,Jun,30,Bowley Pond,6
Four-spotted Skimmer,1,2011,Jun,30,Bowley Pond,6
Canada Darner,1,2011,Jun,30,Bowley Pond,6
Dot-tailed Whiteface,1,2011,Jun,30,Bowley Pond,6
Four-spotted Skimmer,1,2011,Jun,30,Bowley Pond,6
Band-winged Meadowhawk,2,2011,Jun,30,Bowley Pond,6
Damselfly,1,2011,Jun,30,Bowley Pond,6
Damselfly,8,2011,Jun,30,Bowley Pond,6
Damselfly,4,2011,Jun,30,Bowley Pond,6
Damselfly,4,2011,Jun,30,Bowley Pond,6
Damselfly,2,2011,Jun,30,Bowley Pond,6
Damselfly,4,2011,Jun,30,Bowley Pond,6
Dot-tailed Whiteface,1,2011,Jun,30,Bowley Pond,6
Four-spotted Skimmer,2,2011,Jun,30,Bowley Pond,6
Belted Whiteface,1,2011,Jun,30,Bowley Pond,6
Damselfly,2,2011,Jun,30,Bowley Pond,6
Racket-tailed Emerald,1,2011,Jun,30,Bowley Pond,6
Dot-tailed Whiteface,1,2011,Jun,30,Bowley Pond,6
Canada Darner,1,2011,Jun,30,Bowley Pond,6
Dot-tailed Whiteface,2,2011,Jun,30,Bowley Pond,6
Four-spotted Skimmer,1,2011,Jun,30,Bowley Pond,6
Four-spotted Skimmer,5,2011,Jun,30,Bowley Pond,6
Damselfly,12,2011,Jun,30,Bowley Pond,6
Dot-tailed Whiteface,2,2011,Jun,30,Bowley Pond,6
Damselfly,10,2011,Jun,30,Bowley Pond,6
Dot-tailed Whiteface,2,2011,Jun,30,Bowley Pond,6
Damselfly,10,2011,Jun,30,Bowley Pond,6
Dot-tailed Whiteface,1,2011,Jun,30,Bowley Pond,6
Damselfly,3,2011,Jun,30,Bowley Pond,6
Damselfly,12,2011,Jun,30,Bowley Pond,6
Damselfly,14,2011,Jun,30,Bowley Pond,6
Variable Darner,1,2011,Jun,30,Bowley Pond,6
Dot-tailed Whiteface,2,2011,Jun,30,Bowley Pond,6
Belted Whiteface,1,2011,Jun,30,Bowley Pond,6
Damselfly,1,2011,Jun,30,Bowley Pond,6
Variable Darner,1,2012,Aug,1,Bog Pond,8
Dot-tailed Whiteface,2,2012,Aug,1,Bog Pond,8
Belted Whiteface,2,2012,Aug,1,Bog Pond,8
Autumn Meadowhawk,6,2012,Aug,1,Bog Pond,8
Frosted Whiteface,1,2012,Aug,1,Bog Pond,8
White-faced Meadowhawk,1,2012,Aug,1,Bog Pond,8
Variable Darner,1,2012,Aug,1,Bog Pond,8
Variable Darner,2,2012,Aug,1,Bog Pond,8
Frosted Whiteface,2,2012,Aug,1,Bog Pond,8
Variable Darner,2,2012,Aug,1,Bog Pond,8
Frosted Whiteface,3,2012,Aug,1,Bog Pond,8
Dot-tailed Whiteface,1,2012,Aug,1,Bog Pond,8
Autumn Meadowhawk,1,2012,Aug,1,Bog Pond,8
Variable Darner,2,2012,Aug,1,Bog Pond,8
Dot-tailed Whiteface,1,2012,Aug,1,Bog Pond,8
Frosted Whiteface,1,2012,Aug,1,Bog Pond,8
Autumn Meadowhawk,2,2012,Aug,1,Bog Pond,8
Variable Darner,2,2012,Aug,1,Bog Pond,8
Frosted Whiteface,3,2012,Aug,1,Bog Pond,8
Autumn Meadowhawk,3,2012,Aug,1,Bog Pond,8
Variable Darner,1,2012,Aug,1,Bog Pond,8
Frosted Whiteface,3,2012,Aug,1,Bog Pond,8
Autumn Meadowhawk,1,2012,Aug,1,Bog Pond,8
Damselfly,1,2012,Aug,1,Bog Pond,8
Variable Darner,1,2012,Aug,1,Bog Pond,8
Damselfly,1,2012,Aug,1,Bog Pond,8
Variable Darner,1,2012,Aug,1,Bog Pond,8
Dot-tailed Whiteface,1,2012,Aug,1,Bog Pond,8
Variable Darner,3,2012,Aug,1,Bog Pond,8
Frosted Whiteface,5,2012,Aug,1,Bog Pond,8
Damselfly,1,2012,Aug,1,Bog Pond,8
Variable Darner,2,2012,Aug,1,Bog Pond,8
Dot-tailed Whiteface,2,2012,Aug,1,Bog Pond,8
Autumn Meadowhawk,1,2012,Aug,1,Bog Pond,8
Damselfly,1,2012,Aug,1,Bog Pond,8
Variable Darner,2,2012,Aug,1,Bog Pond,8
Autumn Meadowhawk,1,2012,Aug,1,Bog Pond,8
Frosted Whiteface,2,2012,Aug,1,Bog Pond,8
Autumn Meadowhawk,1,2012,Aug,1,Bog Pond,8
Frosted Whiteface,1,2012,Aug,1,Bog Pond,8
Damselfly,1,2012,Aug,1,Bog Pond,8
Frosted Whiteface,1,2012,Aug,1,Bog Pond,8
Autumn Meadowhawk,2,2012,Aug,1,Bog Pond,8
Autumn Meadowhawk,1,2012,Aug,1,Bog Pond,8
Frosted Whiteface,1,2012,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,2,2012,Aug,1,Bog Pond,8
White-faced Meadowhawk,2,2012,Aug,1,Bog Pond,8
Variable Darner,1,2012,Aug,1,Bog Pond,8
Frosted Whiteface,3,2012,Aug,1,Bog Pond,8
Autumn Meadowhawk,1,2012,Aug,1,Bog Pond,8
Damselfly,1,2012,Aug,1,Bog Pond,8
Variable Darner,2,2012,Aug,1,Bog Pond,8
Frosted Whiteface,3,2012,Aug,1,Bog Pond,8
Variable Darner,1,2012,Aug,1,Bog Pond,8
Frosted Whiteface,1,2012,Aug,1,Bog Pond,8
Dot-tailed Whiteface,2,2012,Aug,1,Bog Pond,8
Saffron-winged Meadowhawk,1,2012,Aug,1,Bog Pond,8
Autumn Meadowhawk,1,2012,Aug,1,Bog Pond,8
Variable Darner,2,2012,Aug,1,Bog Pond,8
Frosted Whiteface,4,2012,Aug,1,Bog Pond,8
Dot-tailed Whiteface,2,2012,Aug,1,Bog Pond,8
Autumn Meadowhawk,3,2012,Aug,1,Bog Pond,8
Variable Darner,2,2012,Aug,1,Bog Pond,8
Frosted Whiteface,7,2012,Aug,1,Bog Pond,8
Autumn Meadowhawk,1,2012,Aug,1,Bog Pond,8
Frosted Whiteface,4,2012,Aug,1,Bog Pond,8
Frosted Whiteface,5,2012,Aug,1,Bog Pond,8
Autumn Meadowhawk,2,2012,Aug,1,Bog Pond,8
Variable Darner,1,2012,Aug,1,Bog Pond,8
Frosted Whiteface,1,2012,Aug,1,Bog Pond,8
Autumn Meadowhawk,2,2012,Aug,1,Bog Pond,8
Variable Darner,4,2012,Aug,1,Bog Pond,8
Variable Darner,4,2012,Aug,1,Bog Pond,8
Frosted Whiteface,5,2012,Aug,1,Bog Pond,8
Autumn Meadowhawk,2,2012,Aug,1,Bog Pond,8
Damselfly,2,2012,Aug,1,Bog Pond,8
Variable Darner,1,2012,Aug,1,Bowley Pond,8
Variable Darner,1,2012,Aug,1,Bowley Pond,8
Variable Darner,7,2012,Aug,1,Bowley Pond,8
Frosted Whiteface,2,2012,Aug,1,Bowley Pond,8
Band-winged Meadowhawk,1,2012,Aug,1,Bowley Pond,8
Frosted Whiteface,2,2012,Aug,1,Bowley Pond,8
Variable Darner,3,2012,Aug,1,Bowley Pond,8
Frosted Whiteface,2,2012,Aug,1,Bowley Pond,8
Variable Darner,1,2012,Aug,1,Bowley Pond,8
Frosted Whiteface,1,2012,Aug,1,Bowley Pond,8
Variable Darner,5,2012,Aug,1,Bowley Pond,8
Dot-tailed Whiteface,1,2012,Aug,1,Bowley Pond,8
Belted Whiteface,1,2012,Aug,1,Bowley Pond,8
Variable Darner,1,2012,Aug,1,Bowley Pond,8
Frosted Whiteface,1,2012,Aug,1,Bowley Pond,8
Autumn Meadowhawk,1,2012,Aug,1,Bowley Pond,8
Variable Darner,7,2012,Aug,1,Bowley Pond,8
Variable Darner,2,2012,Aug,1,Bowley Pond,8
Variable Darner,1,2012,Aug,1,Bowley Pond,8
Variable Darner,2,2012,Aug,1,Bowley Pond,8
Variable Darner,1,2012,Aug,1,Bowley Pond,8
Variable Darner,2,2012,Aug,1,Bowley Pond,8
Variable Darner,2,2012,Aug,1,Bowley Pond,8
Variable Darner,1,2012,Aug,1,Bowley Pond,8
Darner,1,2012,Aug,1,Bowley Pond,8
Variable Darner,3,2012,Aug,1,Bowley Pond,8
Dot-tailed Whiteface,1,2012,Aug,1,Bowley Pond,8
Variable Darner,7,2012,Aug,1,Bowley Pond,8
Variable Darner,2,2012,Aug,1,Bowley Pond,8
Variable Darner,4,2012,Aug,1,Bowley Pond,8
Variable Darner,2,2012,Aug,1,Bowley Pond,8
Variable Darner,4,2012,Aug,1,Bowley Pond,8
Variable Darner,12,2012,Aug,1,Bowley Pond,8
Variable Darner,1,2012,Aug,1,Bowley Pond,8
Variable Darner,4,2012,Aug,1,Bowley Pond,8
Variable Darner,7,2012,Aug,1,Bowley Pond,8
Variable Darner,9,2012,Aug,1,Bowley Pond,8
American Emerald,1,2012,Aug,1,Bowley Pond,8
Variable Darner,9,2012,Aug,1,Bowley Pond,8
Variable Darner,8,2012,Aug,1,Bowley Pond,8
Dot-tailed Whiteface,1,2012,Aug,1,Crowbush 7th tee,8
Dot-tailed Whiteface,3,2012,Aug,1,Crowbush 7th tee,8
Dot-tailed Whiteface,2,2012,Aug,1,Crowbush 7th tee,8
Autumn Meadowhawk,2,2012,Aug,1,Crowbush 7th tee,8
Damselfly,2,2012,Aug,1,Crowbush 7th tee,8
Saffron-winged Meadowhawk,3,2012,Aug,1,Crowbush 7th tee,8
Variable Darner,1,2012,Aug,1,Crowbush 7th tee,8
Frosted Whiteface,2,2012,Aug,1,Crowbush 7th tee,8
Dot-tailed Whiteface,1,2012,Aug,1,Crowbush 7th tee,8
Damselfly,1,2012,Aug,1,Crowbush 7th tee,8
Frosted Whiteface,2,2012,Aug,1,Crowbush 7th tee,8
Autumn Meadowhawk,2,2012,Aug,1,Crowbush 7th tee,8
Damselfly,1,2012,Aug,1,Crowbush 7th tee,8
Dot-tailed Whiteface,3,2012,Aug,1,Crowbush 7th tee,8
Damselfly,1,2012,Aug,1,Crowbush 7th tee,8
Variable Darner,1,2012,Aug,1,Crowbush 7th tee,8
Frosted Whiteface,2,2012,Aug,1,Crowbush 7th tee,8
Saffron-winged Meadowhawk,1,2012,Aug,1,Crowbush 7th tee,8
Damselfly,1,2012,Aug,1,Crowbush 7th tee,8
Variable Darner,1,2012,Aug,1,Crowbush 7th tee,8
Frosted Whiteface,3,2012,Aug,1,Crowbush 7th tee,8
Damselfly,2,2012,Aug,1,Crowbush 7th tee,8
Saffron-winged Meadowhawk,1,2012,Aug,1,Crowbush 7th tee,8
Damselfly,3,2012,Aug,1,Crowbush 7th tee,8
Dot-tailed Whiteface,1,2012,Aug,1,Crowbush 7th tee,8
Frosted Whiteface,1,2012,Aug,1,Crowbush 7th tee,8
Damselfly,4,2012,Aug,1,Crowbush 7th tee,8
Variable Darner,1,2012,Aug,1,Crowbush 7th tee,8
Damselfly,1,2012,Aug,1,Crowbush 7th tee,8
Dot-tailed Whiteface,1,2012,Aug,1,Crowbush 7th tee,8
Damselfly,3,2012,Aug,1,Crowbush 7th tee,8
Damselfly,2,2012,Aug,1,Crowbush 7th tee,8
Frosted Whiteface,1,2012,Aug,1,Crowbush 7th tee,8
Damselfly,1,2012,Aug,1,Crowbush 7th tee,8
Variable Darner,1,2012,Aug,1,Crowbush 7th tee,8
Damselfly,2,2012,Aug,1,Crowbush 7th tee,8
Variable Darner,1,2012,Aug,1,Crowbush 7th tee,8
Damselfly,5,2012,Aug,1,Crowbush 7th tee,8
Variable Darner,1,2012,Aug,1,Crowbush 7th tee,8
Damselfly,1,2012,Aug,1,Crowbush 7th tee,8
Darner,1,2012,Aug,1,Crowbush 7th tee,8
Autumn Meadowhawk,3,2012,Aug,1,Crowbush 7th tee,8
Damselfly,1,2012,Aug,1,Crowbush 7th tee,8
Saffron-winged Meadowhawk,2,2012,Aug,1,Crowbush 7th tee,8
Frosted Whiteface,1,2012,Aug,1,Crowbush 7th tee,8
Autumn Meadowhawk,1,2012,Aug,1,Crowbush 7th tee,8
Damselfly,2,2012,Aug,1,Crowbush 7th tee,8
Frosted Whiteface,1,2012,Aug,1,Crowbush 7th tee,8
Dot-tailed Whiteface,1,2012,Aug,1,Crowbush 7th tee,8
Dot-tailed Whiteface,2,2012,Aug,1,Crowbush 7th tee,8
Damselfly,2,2012,Aug,1,Crowbush 7th tee,8
Dot-tailed Whiteface,1,2012,Aug,1,Crowbush 7th tee,8
Damselfly,1,2012,Aug,1,Crowbush 7th tee,8
Damselfly,2,2012,Aug,1,Crowbush 7th tee,8
Variable Darner,1,2012,Aug,1,Crowbush 7th tee,8
Damselfly,2,2012,Aug,1,Crowbush 7th tee,8
Damselfly,1,2012,Aug,1,Crowbush 7th tee,8
Damselfly,1,2012,Aug,1,Crowbush 7th tee,8
Variable Darner,2,2012,Aug,1,Crowbush 7th tee,8
Damselfly,2,2012,Aug,2,Crowbush 8th tee,8
Damselfly,3,2012,Aug,2,Crowbush 8th tee,8
Damselfly,1,2012,Aug,2,Crowbush 8th tee,8
Damselfly,9,2012,Aug,2,Crowbush 8th tee,8
Damselfly,4,2012,Aug,2,Crowbush 8th tee,8
Damselfly,3,2012,Aug,2,Crowbush 8th tee,8
Damselfly,1,2012,Aug,2,Crowbush 8th tee,8
Damselfly,1,2012,Aug,2,Crowbush 8th tee,8
Damselfly,4,2012,Aug,2,Crowbush 8th tee,8
Damselfly,5,2012,Aug,2,Crowbush 8th tee,8
Damselfly,7,2012,Aug,2,Crowbush 8th tee,8
Damselfly,4,2012,Aug,2,Crowbush 8th tee,8
Frosted Whiteface,1,2012,Aug,3,Crowbush 8th tee,8
Damselfly,3,2012,Aug,3,Crowbush 8th tee,8
Dot-tailed Whiteface,1,2012,Aug,3,Crowbush 8th tee,8
Damselfly,1,2012,Aug,3,Crowbush 8th tee,8
Damselfly,1,2012,Aug,3,Crowbush 8th tee,8
Damselfly,1,2012,Aug,3,Crowbush 8th tee,8
Damselfly,2,2012,Aug,3,Crowbush 8th tee,8
Dot-tailed Whiteface,1,2012,Aug,3,Crowbush 8th tee,8
Damselfly,4,2012,Aug,3,Crowbush 8th tee,8
Damselfly,2,2012,Aug,3,Crowbush 8th tee,8
Damselfly,2,2012,Aug,3,Crowbush 8th tee,8
Dot-tailed Whiteface,2,2012,Aug,3,Crowbush 8th tee,8
Damselfly,1,2012,Aug,3,Crowbush 8th tee,8
Damselfly,2,2012,Aug,3,Crowbush 8th tee,8
Damselfly,1,2012,Aug,3,Crowbush 8th tee,8
Damselfly,3,2012,Aug,3,Crowbush 8th tee,8
Damselfly,3,2012,Aug,3,Crowbush 8th tee,8
Damselfly,2,2012,Aug,3,Cumberland Pond,8
Damselfly,2,2012,Aug,3,Cumberland Pond,8
Frosted Whiteface,2,2012,Aug,3,Cumberland Pond,8
Variable Darner,1,2012,Aug,3,Cumberland Pond,8
Darner,1,2012,Aug,3,Cumberland Pond,8
Dot-tailed Whiteface,1,2012,Aug,3,Cumberland Pond,8
White-faced Meadowhawk,1,2012,Aug,3,Cumberland Pond,8
Damselfly,1,2012,Aug,3,Cumberland Pond,8
Dot-tailed Whiteface,2,2012,Aug,3,Cumberland Pond,8
White-faced Meadowhawk,1,2012,Aug,3,Cumberland Pond,8
Beaverpond Baskettail,2,2012,Aug,3,Cumberland Pond,8
Belted Whiteface,1,2012,Aug,3,Cumberland Pond,8
White-faced Meadowhawk,1,2012,Aug,3,Cumberland Pond,8
Damselfly,1,2012,Aug,3,Cumberland Pond,8
Damselfly,1,2012,Aug,3,Cumberland Pond,8
Dot-tailed Whiteface,1,2012,Aug,3,Cumberland Pond,8
Variable Darner,2,2012,Aug,3,Cumberland Pond,8
Dot-tailed Whiteface,1,2012,Aug,3,Cumberland Pond,8
Lance-tipped Darner,1,2012,Aug,3,Cumberland Pond,8
Dot-tailed Whiteface,1,2012,Aug,3,Cumberland Pond,8
White-faced Meadowhawk,1,2012,Aug,3,Cumberland Pond,8
Damselfly,2,2012,Aug,3,Cumberland Pond,8
Dot-tailed Whiteface,1,2012,Aug,3,Cumberland Pond,8
Dot-tailed Whiteface,1,2012,Aug,3,Cumberland Pond,8
Variable Darner,3,2012,Aug,3,Cumberland Pond,8
Frosted Whiteface,5,2012,Aug,3,Cumberland Pond,8
Dot-tailed Whiteface,1,2012,Aug,3,Cumberland Pond,8
Autumn Meadowhawk,1,2012,Aug,3,Cumberland Pond,8
Damselfly,1,2012,Aug,3,Cumberland Pond,8
Frosted Whiteface,1,2012,Aug,3,Cumberland Pond,8
Variable Darner,1,2012,Aug,3,Cumberland Pond,8
Frosted Whiteface,1,2012,Aug,3,Cumberland Pond,8
Damselfly,1,2012,Aug,3,Cumberland Pond,8
Damselfly,1,2012,Aug,3,Cumberland Pond,8
Dot-tailed Whiteface,1,2012,Aug,3,Cumberland Pond,8
Belted Whiteface,2,2012,Aug,3,Cumberland Pond,8
Lance-tipped Darner,1,2012,Aug,3,Cumberland Pond,8
Beaverpond Baskettail,1,2012,Aug,3,Cumberland Pond,8
Frosted Whiteface,2,2012,Aug,3,Cumberland Pond,8
Damselfly,2,2012,Aug,3,Cumberland Pond,8
Frosted Whiteface,1,2012,Aug,3,Cumberland Pond,8
Damselfly,1,2012,Aug,3,Cumberland Pond,8
Dot-tailed Whiteface,1,2012,Aug,8,Rayner's Pond,8
Damselfly,1,2012,Aug,8,Rayner's Pond,8
Damselfly,1,2012,Aug,8,Rayner's Pond,8
Dot-tailed Whiteface,1,2012,Aug,8,Rayner's Pond,8
Damselfly,1,2012,Aug,8,Rayner's Pond,8
Dot-tailed Whiteface,1,2012,Aug,8,Rayner's Pond,8
Meadowhawk,1,2012,Aug,8,Rayner's Pond,8
Lance-tipped Darner,2,2012,Aug,8,Rayner's Pond,8
Autumn Meadowhawk,1,2012,Aug,8,Rayner's Pond,8
Damselfly,2,2012,Aug,8,Rayner's Pond,8
Dot-tailed Whiteface,1,2012,Aug,8,Rayner's Pond,8
Autumn Meadowhawk,1,2012,Aug,8,Rayner's Pond,8
Variable Darner,1,2012,Aug,8,Rayner's Pond,8
Frosted Whiteface,2,2012,Aug,8,Rayner's Pond,8
Dot-tailed Whiteface,1,2012,Aug,8,Rayner's Pond,8
